reviews,cleaned_review,compound_score,label
Its a power house in its Size Category,power house size category,0.0,neutral
Difficult to get used to apple from android,difficult get used apple android,-0.3612,negative
Don't think too much and just go for it.,think much go,0.0,neutral
Back side glass some damage,back side glass damage,-0.4939,negative
Wow nice phone. mini size is prefect and handy phoneSingal hand uses phoneI love it phone performance is amazing and so fast compared last phones,wow nice phone mini size prefect handy phonesingal hand uses phonei love phone performance amazing fast compared last phones,0.9571,positive
I bought this less than 4 months ago and It suddenly stopped working. I am in a remote area and no service center nearby. I feel my 62K is wasted.,bought less months ago suddenly stopped working remote area service center nearby feel 62k wasted,-0.6249,negative
The media could not be loaded. Nice product iam happy with battery life Camera quality is awesome,media could loaded nice product iam happy battery life camera quality awesome,0.891,positive
"Terifficly genuine product, quick delivery appreciate it",terifficly genuine product quick delivery appreciate,0.4019,positive
Best iPhone ever created.,best iphone ever created,0.7351,positive
best in terms of practicality among all generations of iphone,best terms practicality among generations iphone,0.6369,positive
Nice phone fast delivery by Amazon,nice phone fast delivery amazon,0.5423,positive
Amazing iphone,amazing iphone,0.5859,positive
Excellent product,excellent product,0.5719,positive
It’s one of the best phone I ever use,' one best phone ever use,0.6369,positive
It’s amazing,' amazing,0.5859,positive
Great phone,great phone,0.6249,positive
Very nice,nice,0.4215,positive
Very good mobile & touch and display was excellent,good mobile touch display excellent,0.765,positive
Best part is its very handy and powerful.,best part handy powerful,0.7906,positive
Osm product,osm product,0.0,neutral
Best Mobile,best mobile,0.6369,positive
Switched from iPhone 7 to 12 mini... already in love with it.. totally worth it :),switched iphone mini already love totally worth,0.7501,positive
There is no review required for an iPhone😛It’s undoubtedly the best phone available in market,review required iphoneit' undoubtedly best phone available market,0.6369,positive
Good one!,good one,0.4404,positive
Awesome if you are looking for a complete package in small size.,awesome looking complete package small size,0.6249,positive
Great buy,great buy,0.6249,positive
The media could not be loaded.,media could loaded,0.0,neutral
apple is amazing,apple amazing,0.5859,positive
Super,super,0.5994,positive
The catch is its form factor... just perfect.,catch form factor perfect,0.5719,positive
🤍,,0.0,neutral
The touch does not work that well,touch work well,0.2732,positive
battery is not good enough everything is fine except battery,battery good enough everything fine except battery,0.5719,positive
iPhone 12 Mini perfect. Mini but mighty. Amazon delivered perfectly. Thank you Amazon,iphone mini perfect mini mighty amazon delivered perfectly thank amazon,0.9153,positive
Worst iphone I have ever seen. No battery back up. Gets too much hot even if you call just for a min. Spent 62000 still using android phone. :(,worst iphone ever seen battery back gets much hot even call min spent still using android phone,-0.6249,negative
"HiI recommended this iPhone 12 mini for all. It's little bit costly but deserves. Very compact size, great camera quality and all. Thanks",hii recommended iphone mini little bit costly deserves compact size great camera quality thanks,0.8261,positive
Na,na,0.0,neutral
the best screen display and camera quality,best screen display camera quality,0.6369,positive
Very sad to say the product was some screen issues after 2months. I think refurbished products are selling through the amazon,sad say product screen issues 2months think refurbished products selling amazon,-0.34,negative
Battery issue,battery issue,0.0,neutral
"In 4 months, the phone has stopped working completely! It switched off showing low battery and now doesn't switch on at all.",months phone stopped working completely switched showing low battery switch,-0.5046,negative
The most fastest & single handy phone ever.,fastest single handy phone ever,0.0,neutral
Excellent!! Please go for it..,excellent please go,0.7184,positive
Waste of money,waste money,-0.4215,negative
Excellent experience.,excellent experience,0.5719,positive
Excellent machine and marvellous technology...,excellent machine marvellous technology,0.5719,positive
Amazing phone with superior tech and most importantly hand friendly..Yeah battery is good.,amazing phone superior tech importantly hand friendly yeah battery good,0.9643,positive
Ok but battery issue,ok battery issue,0.296,positive
Everything is good. No complaints.. IPhone 12 mini worth to buy. I bought 55k,everything good complaints iphone mini worth buy bought 55k,0.2732,positive
"Battery life is less, otherwise a cute and handy phone. Smooth touchpad",battery life less otherwise cute handy phone smooth touchpad,0.4062,positive
1 day battery life with 6hrs avg screen time,day battery life 6hrs avg screen time,0.0,neutral
"Nice mobile and normal usages battery goes 1day, best in size and camera is very good.",nice mobile normal usages battery goes 1day best size camera good,0.872,positive
Great product! Loved it,great product loved,0.8402,positive
Best iPhone ever,best iphone ever,0.6369,positive
Mini look max work,mini look max work,0.0,neutral
Good Product,good product,0.4404,positive
Best iPhone ever,best iphone ever,0.6369,positive
"Nice feature phone...product RED is awesome along with RED cover, but bit costly.",nice feature phone product red awesome along red cover bit costly,0.7579,positive
Battery life is very bad. The battery does not last long even if the usage is less,battery life bad battery last long even usage less,-0.5423,negative
Excellent product and good service provided by Amazon.,excellent product good service provided amazon,0.8074,positive
"Battery life very poor, no fingerprint, heated after few minutes use",battery life poor fingerprint heated minutes use,-0.4767,negative
Phone is heating a lot while using,phone heating lot using,0.0,neutral
"Ultimate phone, chota pack bada dhamaka. Size so perfect for me",ultimate phone chota pack bada dhamaka size perfect,0.5719,positive
Best phone ever,best phone ever,0.6369,positive
"Battery life is not enguogh. Knotch should be canceled coming year,apple USA think about prices for Indian loving peoples",battery life enguogh knotch canceled coming year apple usa think prices indian loving peoples,0.5994,positive
Super cute phone ❤️,super cute phone,0.7845,positive
It is too early to comment on battery life,early comment battery life,0.0,neutral
Microfone stopped working now can call only on loudspeaker mode only. Please replace.,microfone stopped working call loudspeaker mode please replace,0.1027,positive
"Been using it, love it!!",using love,0.6369,positive
Battery life is not sufficient as per cost it’s very disappointing,battery life sufficient per cost ' disappointing,-0.4939,negative
Very cute one for a lady. Wonderful features.,cute one lady wonderful features,0.7717,positive
"I dont like ,camera nightmode not working",dont like camera nightmode working,-0.2755,negative
I loved the small form factor of the iPhone 12 🔢. ♥️ the grip and camera 📸. Would recommend everyone. 🥳,loved small form factor iphone grip camera would recommend everyone,0.7506,positive
Amazing,amazing,0.5859,positive
"Go for it, without thinking.",go without thinking,0.0,neutral
"Brilliant phone, photos are stunning",brilliant phone photos stunning,0.7506,positive
Battery life-will depends on user’s usage.Recommend using Apple charger 20 w for fast charging,battery life depends user' usage recommend using apple charger w fast charging,0.3612,positive
"The size of this model is perfect, and has power-packed features from the iPhone 12 family. Worth the price!",size model perfect power packed features iphone family worth price,0.6808,positive
Wow !! Compact and less weight nice phone Felt as greater as I phone x which is heavy.,wow compact less weight nice phone felt greater phone x heavy,0.8326,positive
Best betry superbCamera to much goodBest phone 2021,best betry superbcamera much goodbest phone,0.6369,positive
Best phone ever bought very happy to buy it don’t even think about it just make the purchase if I you are thinking best camera ever,best phone ever bought happy buy ' even think make purchase thinking best camera ever,0.9201,positive
Mainly battery backup is not good,mainly battery backup good,0.4404,positive
👍👍,,0.0,neutral
"The best iPhone i ever used, Fits under all of my needs",best iphone ever used fits needs,0.6369,positive
Mi phone is better than it,mi phone better,0.4404,positive
I purchased it and i liked itPurchased @53141/-,purchased liked itpurchased,0.4215,positive
Compact and perfect size as a phone not phablet.. Comparatively it's quite lighter than iphone 12..,compact perfect size phone phablet comparatively quite lighter iphone,0.5719,positive
price too decrease after purchase,price decrease purchase,0.0,neutral
Excellent overallBattery could have been better,excellent overallbattery could better,0.765,positive
Excellent phone. Battery backup is up to the mark. Awesome display. Overall a great phone.,excellent phone battery backup mark awesome display overall great phone,0.9169,positive
"Extraordinary handset for everything, very handy.....",extraordinary handset everything handy,0.0,neutral
Nice mobile but screen are small,nice mobile screen small,0.4215,positive
Nice,nice,0.4215,positive
Phone shuts off in between usage,phone shuts usage,0.0,neutral
Battery life is very bad &some time touch not working properly,battery life bad time touch working properly,-0.5423,negative
Amazing phone and worth the money,amazing phone worth money,0.6908,positive
"Excellent for compact phone users, didn’t faced battery issue",excellent compact phone users ' faced battery issue,0.5719,positive
Nice one by Apple.,nice one apple,0.4215,positive
Very Nice and comfortable Phone.,nice comfortable phone,0.7269,positive
best phone ever seen becouse of its small looksit look very smart phone,best phone ever seen becouse small looksit look smart phone,0.7845,positive
The iphone is really good worth the money,iphone really good worth money,0.6566,positive
Nice product,nice product,0.4215,positive
Better place to purchased and compare to all retailers,better place purchased compare retailers,0.4404,positive
Pretty handy and beautiful phone with latest specs. Happy with the decision to get a mini. No regrets.,pretty handy beautiful phone latest specs happy decision get mini regrets,0.8519,positive
Battery not working good.,battery working good,0.4404,positive
Battery life little less or else phone is excellent,battery life little less else phone excellent,0.5325,positive
An amazing handy phone for professionals. It is recommended for the lovers of iPhone5 saga.,amazing handy phone professionals recommended lovers iphone5 saga,0.8402,positive
Nice phone,nice phone,0.4215,positive
I am very dissaointed without adaptor how will charge if i get first time,dissaointed without adaptor charge get first time,0.0,neutral
No one can compare with iPhone,one compare iphone,0.0,neutral
Heating problem while charging,heating problem charging,-0.4019,negative
Loved it .. amazing,loved amazing,0.8271,positive
Amazing experience to have a iphone it's truly grate,amazing experience iphone truly grate,0.7717,positive
Overall seem to be a good product though yet to experience a lot of features,overall seem good product though yet experience lot features,0.4404,positive
Nice mbl,nice mbl,0.4215,positive
Size is quite small but overall its gud,size quite small overall gud,0.0,neutral
Good,good,0.4404,positive
Whole in the Mini Size . Superb Phone with all round performance,whole mini size superb phone round performance,0.6249,positive
"Sometime touch not working , back button not working well , overall average phone",sometime touch working back button working well overall average phone,0.2732,positive
Not good phone getting heat,good phone getting heat,0.4404,positive
Worst battery performance,worst battery performance,-0.6249,negative
Overall performance is very good. Satisfy with iPhone.,overall performance good satisfy iphone,0.7096,positive
Another good product from Apple,another good product apple,0.4404,positive
It’s Awesome Till Now For Small Size Screen User Like Me.😍,' awesome till small size screen user like,0.765,positive
Good,good,0.4404,positive
Battery still little disappointing,battery still little disappointing,-0.4417,negative
Good,good,0.4404,positive
Battery is drying fast not even 1 day,battery drying fast even day,0.0,neutral
Good product. Performance is 👌🏻👌🏻👌🏻,good product performance,0.4404,positive
Battery life is not that good but not that bad. Camera and screen quality is good.,battery life good bad camera screen quality good,0.3182,positive
Very nice phone very fast and camera quality is also very good,nice phone fast camera quality also good,0.6908,positive
prize dropped after purchase,prize dropped purchase,0.5106,positive
Supper iphone chhota phone bda dhmmakaBattery isssu,supper iphone chhota phone bda dhmmakabattery isssu,0.0,neutral
Excellent,excellent,0.5719,positive
"Super duper ,love this device, handy ,cute one of the best iPhone from apple",super duper love device handy cute one best iphone apple,0.946,positive
Great,great,0.6249,positive
Nice iPhone And It’s Amazing 💯,nice iphone ' amazing,0.765,positive
Thanks for your prompt coordination .,thanks prompt coordination,0.4404,positive
Finest Smartphone as on date.,finest smartphone date,0.0,neutral
Beautifully perfect as 2nd device.Battery terrible.,beautifully perfect 2nd device battery terrible,0.6486,positive
Cheated Slow motion camera not worked properly,cheated slow motion camera worked properly,-0.5106,negative
Overall Very Handy Phone With Great Discount That Time,overall handy phone great discount time,0.6249,positive
Very nice device and seller also very good and quick delivery from Amazon.,nice device seller also good quick delivery amazon,0.7506,positive
Excellent 12mini loooks like classy,excellent 12mini loooks like classy,0.8442,positive
Just buy this. Value for money.,buy value money,0.34,positive
Worest product,worest product,0.0,neutral
Loved it. But battery was draining. Everything was perfect.,loved battery draining everything perfect,0.8225,positive
Super,super,0.5994,positive
Not able to take screenshot on phone,able take screenshot phone,0.0,neutral
Amazing phone,amazing phone,0.5859,positive
Good Compact Phone,good compact phone,0.4404,positive
Very Good phone,good phone,0.4404,positive
Good !!!,good,0.4404,positive
"Awesome phone, only battery life is a bit problem",awesome phone battery life bit problem,0.34,positive
Good genuine product. Fastest delivery,good genuine product fastest delivery,0.4404,positive
Apple has introduced a world class phone undoubtedly,apple introduced world class phone undoubtedly,0.0,neutral
This product sometimes heated a lot. Rest all are satisfactory.,product sometimes heated lot rest satisfactory,0.3612,positive
Go for it,go,0.0,neutral
Loved it,loved,0.5994,positive
Smaller than iphone 7,smaller iphone,0.0,neutral
Amezing experience,amezing experience,0.0,neutral
Na,na,0.0,neutral
It’s awesome,' awesome,0.6249,positive
Its good.But battery back up not good,good battery back good,0.7003,positive
Good mobile,good mobile,0.4404,positive
Battery problem,battery problem,-0.4019,negative
Screen Clarity is much better.,screen clarity much better,0.6808,positive
Third class battery,third class battery,0.0,neutral
The best phone you can get,best phone get,0.6369,positive
"Happy to but iPhone 11, worth its price",happy iphone worth price,0.6808,positive
The media could not be loaded. Good,media could loaded good,0.4404,positive
"Battery ok, rest all good",battery ok rest good,0.6249,positive
Good,good,0.4404,positive
Noice but battery life sucks,noice battery life sucks,-0.3612,negative
"Apart from battery , everything is what I always wanted",apart battery everything always wanted,0.0,neutral
Screen too small. Battery not much,screen small battery much,0.0,neutral
Battery life sucks,battery life sucks,-0.3612,negative
Best mini phone ever seen. Chota packet bada dmaka,best mini phone ever seen chota packet bada dmaka,0.6369,positive
Other than battery the phone is tiptop,battery phone tiptop,0.0,neutral
Sexy and best easy to use,sexy best easy use,0.8885,positive
awesome experience,awesome experience,0.6249,positive
Its the best phone i ever used,best phone ever used,0.6369,positive
Like the size and light weight. Battery life is not much good,like size light weight battery life much good,0.6597,positive
Awesome phoneSuperfast delivery,awesome phonesuperfast delivery,0.6249,positive
The front camera. Is not as much as the beck cam..,front camera much beck cam,0.0,neutral
Very poor battery backup and heating issues,poor battery backup heating issues,-0.4767,negative
Every thing is perfect as I expect..,every thing perfect expect,0.5719,positive
Excellent,excellent,0.5719,positive
Battery not good,battery good,0.4404,positive
Really amazing.,really amazing,0.624,positive
bttry heating problem,bttry heating problem,-0.4019,negative
Size is so small .,size small,0.0,neutral
Perfect size I just loved it.,perfect size loved,0.8225,positive
Really enjoying my new iPhone,really enjoying new iphone,0.5709,positive
Only cosenre about battery pife,cosenre battery pife,0.0,neutral
Quality product,quality product,0.0,neutral
The Best Buy,best buy,0.6369,positive
Macro photography is not possible,macro photography possible,0.0,neutral
Super good phone,super good phone,0.7783,positive
I face touch problem.,face touch problem,-0.4019,negative
Really love the device....,really love device,0.6697,positive
No words simply super nd cute mobile,words simply super nd cute mobile,0.7845,positive
A small hole at time of delivery,small hole time delivery,0.0,neutral
"iphone 12 mini, nice product to buy, handy phone",iphone mini nice product buy handy phone,0.4215,positive
Just the way I expected.,way expected,0.0,neutral
Go fir it in one line,go fir one line,0.0,neutral
Nice phone,nice phone,0.4215,positive
Very good phone,good phone,0.4404,positive
Good,good,0.4404,positive
Good Product,good product,0.4404,positive
This phone is awsome compact size,phone awsome compact size,0.0,neutral
Overall good photo,overall good photo,0.4404,positive
Very bad product,bad product,-0.5423,negative
Genuine product received,genuine product received,0.0,neutral
Super mobile for everyone,super mobile everyone,0.5994,positive
Very good iPhone 12 mini,good iphone mini,0.4404,positive
Best samrt phone,best samrt phone,0.6369,positive
Good,good,0.4404,positive
Quality Product,quality product,0.0,neutral
Value for money,value money,0.34,positive
Tremendous!!!!,tremendous,0.0,neutral
Ok ok,ok ok,0.5267,positive
Original,original,0.3182,positive
Amazing phone,amazing phone,0.5859,positive
Becoming warmth quickly.,becoming warmth quickly,0.4588,positive
Perfect Size phone :),perfect size phone,0.5719,positive
Awesome device,awesome device,0.6249,positive
Best Iphone till date,best iphone till date,0.6369,positive
Sirraaaa Phone,sirraaaa phone,0.0,neutral
Best Iphone I ever had,best iphone ever,0.6369,positive
Excellent,excellent,0.5719,positive
Imagine,imagine,0.0,neutral
Battery life so bed,battery life bed,0.0,neutral
Good mobile,good mobile,0.4404,positive
Excellent,excellent,0.5719,positive
I love this phone,love phone,0.6369,positive
Good product,good product,0.4404,positive
Size is overall Fit 😊.,size overall fit,0.3612,positive
best,best,0.6369,positive
This is worrest glass,worrest glass,0.0,neutral
Excellent,excellent,0.5719,positive
Good,good,0.4404,positive
Nice,nice,0.4215,positive
vera leveluu,vera leveluu,0.0,neutral
Like,like,0.3612,positive
Handy,handy,0.0,neutral
No Duel sim port,duel sim port,0.0,neutral
Awsm product,awsm product,0.0,neutral
Quality,quality,0.0,neutral
Super product,super product,0.5994,positive
Good,good,0.4404,positive
Very nice performance,nice performance,0.4215,positive
I like it,like,0.3612,positive
Best phone,best phone,0.6369,positive
Cute and handy,cute handy,0.4588,positive
Awesome,awesome,0.6249,positive
great product,great product,0.6249,positive
Terrible,terrible,-0.4767,negative
My dream,dream,0.25,positive
Best phone,best phone,0.6369,positive
Good,good,0.4404,positive
All goo,goo,0.0,neutral
Op,op,0.0,neutral
¡¡Amazing!!!,!!amazing,0.658,positive
Good phone,good phone,0.4404,positive
Superb,superb,0.6249,positive
Good,good,0.4404,positive
Nice product,nice product,0.4215,positive
"An awesome phone with impeccable design and specifications. It’s an iPhone man jst get it. Oled screen, amazing cameras , decent battery life and color variants spcly the blue one. Proud owner of iPhone mini",awesome phone impeccable design specifications ' iphone man jst get oled screen amazing cameras decent battery life color variants spcly blue one proud owner iphone mini,0.9001,positive
"One of the best purchase so far its the best size iphone i have ever got in a while i love the size its not too big not too small , got it for 71k totally worth it , the seamless experience and 5G speed is unchallenged , i hear people have been complaining about battery life it’s actually not that much of an issue it will last 5 - 6 hrs easy but if you game damn it’s gonna go low very quick on 60fps. The best Camera you have in a smartphone.Highest performance in a smartphone.Lag free .No worries on privacy or ever getting a virus/malware so you can enter your card details without worrying about anybody ever tracking you.Amazing built-in quality.Battery is average but since you can afford a phone like this I assume you travel in car so really what battery problem?",one best purchase far best size iphone ever got love size big small got 71k totally worth seamless experience 5g speed unchallenged hear people complaining battery life ' actually much issue last hrs easy game damn ' gonna go low quick 60fps best camera smartphone highest performance smartphone lag free worries privacy ever getting virus malware enter card details without worrying anybody ever tracking amazing built quality battery average since afford phone like assume travel car really battery problem,0.9672,positive
"Bought my first iPhone with the hope as it’s said to be a phone for professionals.Trust me, I have been just saving battery as it’s low. I have limited apps so that it doesn’t consume much battery.Of course it’s iPhone but I feel its for the one who just need 3 to 4 Hr of daily use like chatting, messaging etc.",bought first iphone hope ' said phone professionals trust saving battery ' low limited apps ' consume much battery course ' iphone feel one need hr daily use like chatting messaging etc,0.6908,positive
"A lot of reviews must have mentioned the battery being small, but then again if you are buying 12 mini it's for a purpose which is definitely not gaming. I was looking for a flagship with a small screen size. Sadly android has non to offer ie a small screen phone with a flagship specs. Hence I moved to iOS for the first and don't regret the move. We carry phones around everywhere from gym to offices and small phone is what caters to the purpose. Utility is more important than just screen size. If you are someone for whom real life utility matters more than there is nothing better than this currently in the market. Battery is a little less for sure but nothing you can't handle with a little planning",lot reviews must mentioned battery small buying mini purpose definitely gaming looking flagship small screen size sadly android non offer ie small screen phone flagship specs hence moved ios first regret move carry phones around everywhere gym offices small phone caters purpose utility important screen size someone real life utility matters nothing better currently market battery little less sure nothing handle little planning,-0.2209,negative
"Very bad quality , glass broken and money too much high, calling facility is bad battery damaged,ear phone not working",bad quality glass broken money much high calling facility bad battery damaged ear phone working,-0.9186,negative
"Big features in small packet. Very happy with my buy this year. I upgraded from iPhone 8 Plus to iPhone mini. Now I cannot imagine going back to giant size phones in future. It’s super handy, has all features of iPhone 12 and fits in pocket. Camera is the best in class, battery is bit less. If one is a moderate phone user then battery is sufficient for full day use.Unless you have a lighting cable charger from previous iPhone you will have to buy charger at extra cost. So go for iPhone 11 if you don’t want to shell extra bucks for basic things like charger. Using the phone since 2 months now. Loving it.",big features small packet happy buy year upgraded iphone plus iphone mini cannot imagine going back giant size phones future ' super handy features iphone fits pocket camera best class battery bit less one moderate phone user battery sufficient full day use unless lighting cable charger previous iphone buy charger extra cost go iphone ' want shell extra bucks basic things like charger using phone since months loving,0.9612,positive
"*****Using for 5 months*****Pathetic experience with apple customer care ****Summary: I have purchased the phone in Oct 2021 and I had to register a case with consumer helpline in Feb 2022. If you think you will get premium service because you have purchased a premium phone, you are terribly mistaken. Its always good to keep a standby (android/windows/basic) phone if you want to continue to be connected. Software complaint detected on 1st Feb and requested support from Apple customer care. Senior escalation team has wasted my 15 days however couldnt find a resolution. Finally, I lost all the data from i-cloud and from memory. Details are below if you are interested to know further. If you are self-declared iPhone promoter, better save your valuable time 😊****What was the issue with your i-phone?I faced a software complaint of Apple ID locked due to security reasons; need to reset password. Every time I unlock the password, it gets locked in the next second and it prevented me from using the phone or downloading any new application. There is a permanent notification in the apple Id suggestion that says, Some application in your phone require login with your apple ID. When I login with the ID, error pops up Unknown error occurred. When I clicked on Forgot password I was able to reset the password successfully. However, logging in again with the new password same error repeats. This continued in a never-ending loop.*****How the Apple customer Care team treated you so that you are very angry?They have flowered me with sweet words and high respect. They said that they are excited to help me. Also, every caller assured me that he/she would be taking the responsibility of my problem and will remain single contact point till the end.******You only said that Apple customer care people were so kind. Then why are you spreading negative information?Brother, when you raise a complaint, your primary requirement is to resolve the issue at the earliest and nothing else. Apple customer care did everything other than supporting with my issue.When I called first time, the Customer care executive listened my problem very carefully and asked to restart. I told her that I have done all soft techniques such as restart, reset, Restore etc. I am done with all options available in and outside apple website. Nothing helped that is why I called you. After 45 minutes of Sweet conversation she got finally convinced that the issue cannot be resolved by herself. She escalated to senior escalation team. Post usual welcome dialogues, senior escalation team wanted to listen my issue again 😌; I explained again. He understood the problem after 45 minutes and started to give same directions as the Customer executive given 😊 I told the same thing that I have tried all. But he insisted me to do that again over the call. Since restore activities are time consuming he promised me a call back and provided me a link to connect back him in case of any question. After doing the restore through I phone, there was no change. Instead, I lost all the application in the phone. Neither the SENIOR ESCALATION EXPERT called me back. Funniest part is that I am unable to communicate him through the link since it required APPLD ID login that doesnt work for me. ( I still doubt these guys understood my issue )I understood they are following a YouTube video that I have already seen. It seems the senior technical escalation team is being recruited after passing spoken English course. Sometimes I felt I am the expert 😊Hopefully you understood why I am frustrated. I had to call back customer care again repeat the step above of wasting 1 hrs to 1.30 hrs to find out NO solution!!!******Did the issue resolve?Unfortunately, no. I lost my entire data when the phone was restored in recovery mode. Since I couldnt disconnect the apple ID and phone, technical team had to help me and TAT for this action is 30 days. I requested for an alternate device as my work is getting impacted during this period, but they sweetly said NO. I had to purchase a new phone to continue with my work.****What is the status of your Consumer helpline complaint?I understand that the complaint has reached to Apple, and they are trying to please me through some tricks but not listening to my demands. I requested for compensation against the phone that I have purchased during this issue. I think this is going to be a long fight I am prepared for it.*******Thank you for reading. I hope this review will help you to take a right decision before making significant investment. ******",using months pathetic experience apple customer care summary purchased phone oct register case consumer helpline feb think get premium service purchased premium phone terribly mistaken always good keep standby android windows basic phone want continue connected software complaint detected 1st feb requested support apple customer care senior escalation team wasted days however couldnt find resolution finally lost data cloud memory details interested know self declared iphone promoter better save valuable time issue phone faced software complaint apple id locked due security reasons need reset password every time unlock password gets locked next second prevented using phone downloading new application permanent notification apple id suggestion says application phone require login apple id login id error pops unknown error occurred clicked forgot password able reset password successfully however logging new password error repeats continued never ending loop apple customer care team treated angry flowered sweet words high respect said excited help also every caller assured would taking responsibility problem remain single contact point till end said apple customer care people kind spreading negative information brother raise complaint primary requirement resolve issue earliest nothing else apple customer care everything supporting issue called first time customer care executive listened problem carefully asked restart told done soft techniques restart reset restore etc done options available outside apple website nothing helped called minutes sweet conversation got finally convinced issue cannot resolved escalated senior escalation team post usual welcome dialogues senior escalation team wanted listen issue explained understood problem minutes started give directions customer executive given told thing tried insisted call since restore activities time consuming promised call back provided link connect back case question restore phone change instead lost application phone neither senior escalation expert called back funniest part unable communicate link since required appld id login doesnt work still doubt guys understood issue understood following youtube video already seen seems senior technical escalation team recruited passing spoken english course sometimes felt expert hopefully understood frustrated call back customer care repeat step wasting hrs hrs find solution issue resolve unfortunately lost entire data phone restored recovery mode since couldnt disconnect apple id phone technical team help tat action days requested alternate device work getting impacted period sweetly said purchase new phone continue work status consumer helpline complaint understand complaint reached apple trying please tricks listening demands requested compensation phone purchased issue think going long fight prepared thank reading hope review help take right decision making significant investment,0.9944,positive
"To start with bought the mini from an offline store but not much of a price difference though. Just wanted immediately in my hands and don’t want to wait till it get delivered.Coming from Samsung galaxy S9 and realme x2 pro android phones, iOS is a breath of fresh airMain reason to buy the mini is because of the form factor. After using it for couple of days even my old S9 feel huge and bulky in my hands. Such a in hand feel. Completely love it.Don’t won’t to say much about other features like performance, display, camera etc. they are class leading and top notch.One thing on battery life. It’s more than decent and for a average user like me who just uses phone for calls and social media battery life is more than enough and lasts for a full day. In fact battery was one of main concern before I bought this phone. Now feeling relieved. Planning to use the phone as long as it is alive. Never felt this much satisfaction with my previous phones.Highly recommend if your budget is above 55k and not a heavy user, you will love it and trust me it will stand out in the crowd.",start bought mini offline store much price difference though wanted immediately hands ' want wait till get delivered coming samsung galaxy s9 realme x2 pro android phones ios breath fresh airmain reason buy mini form factor using couple days even old s9 feel huge bulky hands hand feel completely love ' ' say much features like performance display camera etc class leading top notch one thing battery life ' decent average user like uses phone calls social media battery life enough lasts full day fact battery one main concern bought phone feeling relieved planning use phone long alive never felt much satisfaction previous phones highly recommend budget 55k heavy user love trust stand crowd,0.9845,positive
"One thing which i like is camera,size and worst thing is battery life ...it hardly gives 4 to 5 hrs if we use continuously ...When u have fastest processor and battery is dying so fastly whats the use of phone...Huge flop model...If u have less budget go for 11 much better than this ..People who want to play games should forget this phone",one thing like camera size worst thing battery life hardly gives hrs use continuously u fastest processor battery dying fastly whats use phone huge flop model u less budget go much better people want play games forget phone,0.25,positive
"Well i am frm Andrioid, and after getting this mini and using it for almost a month i am wondering whts there in an iPhone. Anyways, the face recognition is excellent ! if u put up a nice cover it will fell sturdy in hand. I bought HOSS lighting to usb converter as a charger (do buy the 2 piece at 500+/-). The sound of ringtone is fine but for any kind of text messages its too low. Battery is not for users who travel frequently and use their phones too often, basically it drains fast. And some of the apps don't go full screen, that when u realize its mini.The button clicks and its sound are out of sync (ha ha ha...)DON'T buy it just because u want a iPhone !! Believe me there is nothing exiting than an android here.",well frm andrioid getting mini using almost month wondering whts iphone anyways face recognition excellent u put nice cover fell sturdy hand bought hoss lighting usb converter charger buy piece sound ringtone fine kind text messages low battery users travel frequently use phones often basically drains fast apps go full screen u realize mini button clicks sound sync ha ha ha buy u want iphone believe nothing exiting android,0.9657,positive
Very small even for small hands. Looks premium. Red colour is my favourite. I returned it because it is so tiny.,small even small hands looks premium red colour favourite returned tiny,0.0,neutral
"Pros:1. Size and Design of the phone2. All premium features of 12 series in a compact phone except the extra camera features3. OLED screen and Stereo sound makes it cool4. Camera quality of Day as well as night time picturesCons:1. Battery - Only for Heavy users (If you are a light user it will last a day, or if Office worker dont need to worry)2. Not for Gamers - Heats while gaming due to the small size of the phone its easily noticeable3. Aluminium Frame - Gets easily scratched by small dust accumulation if using cover (White colour is exception, 12 pro and Pro max models are stainless steel)4. 12 mini model issue - Using tempered glass and cover both causes touch issue",pros size design phone2 premium features series compact phone except extra camera features3 oled screen stereo sound makes cool4 camera quality day well night time picturescons battery heavy users light user last day office worker dont need worry gamers heats gaming due small size phone easily noticeable3 aluminium frame gets easily scratched small dust accumulation using cover white colour exception pro pro max models stainless steel mini model issue using tempered glass cover causes touch issue,0.8077,positive
"Those planning to buy the green colour phone be wary. It is not the same green as shown in the pictures, it is light dull boring green. I didn't check personally in a shop and got the green one and now regretting the color choice. Otherwise phone is small, sleek, fits in hand and powerful. Doing with my new MacBook Air charger, charges slow. For new phone the battery life is ok. I am not sure when it becomes a year old. Overall happy with the phone, sic with the color.",planning buy green colour phone wary green shown pictures light dull boring green check personally shop got green one regretting color choice otherwise phone small sleek fits hand powerful new macbook air charger charges slow new phone battery life ok sure becomes year old overall happy phone sic color,0.6597,positive
